source_api,api_id,title,description,rss_url,website,email,itunes_id,latest_episode_id,latest_pub_date_ms,earliest_pub_date_ms,total_episodes,update_frequency_hours,listen_score,listen_score_global_rank,podcast_spotify_id,audience_size,itunes_rating_average,itunes_rating_count,spotify_rating_average,spotify_rating_count,last_posted_at,image_url,instagram_url,twitter_url,linkedin_url,tiktok_url,youtube_url,facebook_url,other_social_url
listennotes,a888c5a62c9749ee90bc38a5b3c442b7,The Mushroom Hour Podcast,"Hi there...welcome to Mushroom Hour. Listen in as we venture into kingdom fungi with unique and beautiful humans who all share a passion for mushrooms. We'll go forage for wild mushrooms, explore their potency as nature's medicines, become citizen mycologists, transform human consciousness and learn how mushrooms inspired art, spirituality and culture throughout our history. There are so many ways that mushrooms can benefit (wo)mankind - we just need to tap into the mycelium network and let them share their gifts. Excited to have you along for the journey! Mush Love",https://feeds.buzzsprout.com/828658.rss,http://www.welcometomushroomhour.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,hithere@welcometomushroomhour.com,1496425948,7ce3ea312ac34474992040e7e05c2579,1746428400000,1579896000157,191,574,47,1%,1GTQlZRM6y8REmT4kSghGF,6000,4.8,213,,,,https://cdn-images-3.listennotes.com/podcasts/the-mushroom-hour-podcast-mushroom-hour-uRh2rLeMB-K-y4wxjXmtc6B.1400x1400.jpg,https://instagram.com/welcome_to_mushroom_hour,,,https://tiktok.com/@welcome_to_mushroom_hour,,https://www.facebook.com/thefemaleforager,https://www.patreon.com/hyphaelabs
listennotes,593a4fdd5906440394abf7985215685a,Heal With Mushrooms,"Welcome to Heal with Mushrooms—your portal to the magical Queendom of fungi. I’m Cassandra, your mushroom-obsessed guide, here to explore how these extraordinary organisms nourish our bodies, expand our minds, and inspire a more sustainable world. From medicinal mushrooms to groundbreaking innovations, we’ll uncover expert insights, fascinating stories, and a dash of humor—one spore at a time.",https://feeds.podcastle.ai/998248e4-72ec-4c38-a6f1-1068a249b7d7.rss,https://podcastle.ai/show/heal-with-mushrooms-ZNtjlpLI?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,healwithmushrooms@gmail.com,1796591242,c4369e2b035448868099a89c2fbab95f,1746252660000,1739646660003,7,215,,,4FZvg7jiTYSWmbEQizARFK,800,5,4,5,1,,https://cdn-images-3.listennotes.com/podcasts/heal-with-mushrooms-cassandra-beaumont-EbS93UGkmK2-Gs26RjvJ80y.1400x1400.jpg,https://www.instagram.com/healwithmushrooms,,,,,,
listennotes,3728047bca504216b95f99326959b9c0,Cedar Falls Mycology Podcast,"Explore the fascinating world or mycology through lectures, book reviews and interviews hosted by mycologist Tim Leavitt from the Cedar Falls Treehouse.  The Treehouse is  an educational mycology immersion facility located in North Bend Washington.    Reoccuring themes of these episodes will be, mushrooms,  mycozooism, ethnomycology, theorhetical mycology, medicinal mycology and mycoremediation. Audience participation is strongly encouraged.  You can contact us by email cedarfallsmycology@gmail.com or come visit us for a spectacular mushroom diner by booking the Cedar Falls Treehouse through airbnb.",https://feed.podbean.com/cedarfallsmycology/feed.xml,https://cedarfallsmycology.podbean.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,1777852364,5582946c490d481b834ded555b9f920a,1746213312000,1730740591003,10,446,,,2QrvUi72wdpi3i6dMK5sFl,800,5,5,,,,https://cdn-images-3.listennotes.com/podcasts/cedar-falls-mycology-podcast-lpdgZqHJS4A-YSEpeob1rxD.1400x1400.jpg,,,,,,,
listennotes,08f249c82f214540abaef70f4d69342c,Minds on Mushrooms,"Minds on Mushrooms is a podcast dedicated to normalizing and de-stigmatizing psychedelic plant medicine for mental health and addiction. Our goal is to create a safe space for anyone curious about the benefits of psychedelic plant medicine for positive mental health transformation. You’ll hear first hand from those who have used plant medicine to combat: PTSD, addiction, depression, anxiety, and much more! Each week, host Maggie Kirkwood welcomes a new guest from the psychedelic universe. Guests will include doctors, therapists, shamans, psychedelic ”church” leaders, patients and recreational users who have seen first hand, lives transformed by the use of: Psilocybin, Ketamine, MDMA, LSD, Cannabis, Ayahuasca, Ibogaine, Kambo, San Pedro, Hapé, and other plant medicines. We are here to guide you through the world of psychedelic medicine, from responsible resourcing and use, effective dosing, and setting realistic expectations and results. We will provide the latest information and updates on the path to legalizing psychedelics. Be a part of the movement to normalize and legalize the use of psychedelic plant medicine as our planet’s natural defense for the suffering caused by the current mental health and addiction epidemics. This is an exciting new frontier and we welcome your questions and suggestions with open hearts and minds. Host Maggie Kirkwood is a passionate supporter and advocate of plant medicine since she used psilocybin to overcome her alcohol use disorder.",https://feed.podbean.com/mindsonmushrooms/feed.xml,https://mindsonmushrooms.podbean.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,info@mindsonmushrooms.com,1725019908,008f15d837e64b77922e18d2751c34a5,1746102610000,1704755657026,34,339,,,3VUh7zcl11y2CZes67l0am,800,5,4,4.2,5,,https://cdn-images-3.listennotes.com/podcasts/minds-on-mushrooms-maggie-kirkwood-U7zlThrDMGX-Sahz0fkPx7d.1400x1400.jpg,https://www.instagram.com/dk333art,,https://www.linkedin.com/in/diamonddrip,,,https://www.facebook.com/michou.olivera,info@mindsonmushrooms.com
listennotes,dea9115905a5469984616c9854ad44e9,Craft Therapy Podcast,"Welcome to the Craft Therapy Podcast! We're here to make the world of natural mushroom and cannabis therapy both fun and easy to understand. Dive into the latest research on psychedelics, discover their healing potential, and explore the medicinal benefits of mushrooms and cannabis for mental health and overall wellness. We'll also be exploring other natural remedies to enhance your well-being. Join us on this enlightening journey and find your groove with natural therapies.

Follow us on Instagram and Facebook @theshroomgroove and @joincraftclub. 

Subscribe on YouTube @crafttherapypodcast.",https://anchor.fm/s/2ec3cc78/podcast/rss,https://www.joincraftclub.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,greengreenergrow@gmail.com,1525986499,4637aebfc3024329a5b00f626e32103a,1746018000000,1596192834100,103,182,,,,1500,3,2,,,,https://cdn-images-3.listennotes.com/podcasts/craft-therapy-podcast-craft-therapy-podcast-mABXpH7dN-f-p9L4q8iPndC.1400x1400.jpg,,,,,,,@crafttherapypodcast
listennotes,eab80c5d2d0148afb7f4099ccc65d4ca,How to Trip | The Psychedelics Podcast,"Hello fellow cosmic explorer! Welcome to the How to Trip podcast, where I share my psychedelic knowledge, guidance, and advice on how to get the most out of your cosmic adventure. 
 
I'm James Xander, host of The James Xander Trip podcast, and The Microdose podcast. This is a spin-off podcast where I want to share my best episodes from The Microdose, specifically on how to trip safely on psychedelics — be it psilocybin, DMT, LSD, Ayahuasca, or another plant medicine. 
 
Be sure to download my free mushroom trip checklist at mushroomchecklist.com
 
For more spiritual and psychedelic insights, follow me on my YouTube channel at emperorjames.com
 
RESOURCES
 
Here are epic resources to help your spiritual journey: 
 
• Newsletter – jamesxandertrip.com
• James Xander – youtube.com/@emperorjames
• Unlock God Mode - unlockgodmode.org
• Mushroom Trip Checklist - mushroomchecklist.com
• Mushroom Trip Music - mushroomplaylist.com
• James Podcast – youtube.com/@jamesxandertrip
• Telegram channel – t.me/jamesxandertribe",https://feeds.transistor.fm/trip,https://mushroomchecklist.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,1731329535,1efbb6b39f3a4160b111d3075c7cc11c,1746005250000,1708072956025,37,161,,,1qd9f0VfCeXEAYLYGpbdEi,1100,5,4,5,1,,https://cdn-images-3.listennotes.com/podcasts/how-to-trip-the-psychedelics-podcast-nO1-wq5F9UZ-mlL0X1wqVU-.1400x1400.jpg,https://instagram.com/emperorjames,https://twitter.com/emperorjames,,,,,https://t.me/jamesxandertribe
listennotes,3feb7907c95941708b34833e81bcd6e4,The Good Good with Dee Talley,"Welcome to The Good Good Podcast, where we take a deep dive into the world of energy, consciousness, alternative medicine, nervous system regulation, and personal transformation. “The Good Good,” is the stuff you can’t buy online. It’s the feeling of seeing your child take their first steps, tasting a glorious piece of chocolate cake, and smelling the salty ocean air. It’s where ease, flow, pleasure, contentment, and joy live. Join your host Dee Talley, Licensed Acupuncturist, Energy worker, Embodiment coach, and Mama, as she shares insights, experiences and tips to change your life. ",https://anchor.fm/s/f9a18228/podcast/rss,https://podcasters.spotify.com/pod/show/dee-talley?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,dee@dee-talley.com,1770299146,a674632e4bec4be78b5f276f07bb55c5,1746615600000,1727187085022,25,167,,,6tDEhuSIwseF0fdg47RtEB,800,5,7,5,5,,https://cdn-images-3.listennotes.com/podcasts/the-good-good-with-dee-talley-dee-talley-cvLlIjugXop-Gr3qcjZSo4p.1400x1400.jpg,,,,,,,
listennotes,c9da3b7192314b5594cfb874ea6f4788,The Easewell Podcast,"<p>Welcome to the Easewell Podcast, the go-to audio destination for anyone passionate about holistic health and wellness. Hosted by Dr. Mayur Cara of Easewell Chiropractic in Atlanta, GA, our podcast is built around the ethos of 'Cultivating True Health.' Each episode, Dr. Cara and a lineup of esteemed guests delve into a world where chiropractic care, holistic wellness, and modern medicine converge. From discussions on the latest in chiropractic treatments and injury recovery to deep dives into alternative health practices, the Easewell Podcast covers a broad spectrum of topics catering to anyone seeking a balanced and informed approach to health. Join us as we interview experts in their respective fields, including medical doctors, chiropractors, attorneys, and Reiki practitioners, providing you with a well-rounded perspective on health and wellness. Our conversations aim to enlighten, inspire, and empower you on your journey to optimum health. Whether you're looking to enhance your knowledge on holistic health, seeking guidance on recovery from injury, or curious about the latest in alternative health practices, the Easewell Podcast is your source for insightful, professional, and engaging content.</p>",https://www.easewell.net/the-easewell-podcast?format=rss,https://www.easewell.net/the-easewell-podcast/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,marnie@skutchmedia.com,1731575571,f3626256cac448e991ed61d71b9ab725,1746615600000,1708445580019,21,585,,,2IYECAb75hN7k9aMYI8FCH,800,5,1,,,,https://cdn-images-3.listennotes.com/podcasts/the-easewell-podcast-skutch-media-tUk1E7Di52Z-mS3aEWtjKwp.500x500.jpg,https://www.instagram.com/excelchiropractic,,,,,,
listennotes,e2a19d114f8d4f529b72bf92afc6b9ae,Healing The Source Podcast,"The Healing The Source Podcast is your trusted space for reclaiming sovereignty over your health. Hosted by FDN-P, herbalist, and CEO Claudia Gilani, each episode unpacks the deeper root causes of dis-ease—physical, emotional, and spiritual—through a blend of science, ancient wisdom, and lived experience.

Claudia draws from her own healing journey and invites thought leaders, doctors, and wellness pioneers to explore powerful alternatives to the conventional approach. Together, they share actionable tools, eye-opening research, and healing modalities that empower you to become your own best healer.

Whether you're navigating chronic symptoms, seeking vibrant energy, or simply curious about natural medicine, Healing The Source is here to support your path to wholeness—with truth, integrity, and heart.

Tune in and remember: your body knows how to heal. You just have to give it the right support.",https://feeds.libsyn.com/451539/rss,https://www.healingthesource.co?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,healingwithclaudia@gmail.com,1660680955,6d20eb15f4124f18b7ead6b74ca84440,1746612060000,1672455240093,101,184,39,2%,0l6141PiHsvVe9B0NIZxHw,1800,4.8,74,4.8,40,,https://cdn-images-3.listennotes.com/podcasts/healing-the-source-podcast-claudia-gilani-J86Ny9p7FX_-A-Skvgi9mX5.1400x1400.jpg,https://www.instagram.com/healingthesource,,http://www.linkedin.com/company/eat-real-certified,,,,jessica@nourishingrhythmns.com
listennotes,80bdbc12e59a4658bbcc96fd833ddac1,Accelerated Health with Sara Banta,"Ready to take your health to the next level? Join health coach and NANP Certified Supplement Expert <a href=""https://sarabantahealth.com"" target=""_blank"" rel=""noreferrer noopener"">Sara Banta</a> on Accelerated Health. In each episode, Sara discusses a variety of health topics, from supplements to specific health concerns, mental well-being and cutting-edge therapies.<br /><br />What to expect:<br /><ul><li><b>Expert interviews:</b> Hear from leading health experts on their latest research, tips, and strategies.</li><li><b>Practical advice:</b> Get actionable steps to improve your overall health and vitality.</li><li>Inspiring stories: Discover how others have transformed their lives through holistic approaches.</li><li><b>Natural solutions:</b> Learn about the power of natural supplements and alternative therapies.</li></ul><b>Are you a Nurse looking for CE Resources? </b><br />Did you know you can earn nursing CE credits by listening<b> </b>to Accelerated Health with Sara Banta podcast episodes?<br />That’s right—we have teamed up with <b><a href=""https://www.rnegade.pro/"" target=""_blank"" rel=""noreferrer noopener"">RNegade</a></b> who are delivering amazing content that educates and challenges you to think outside the box. You get to learn and earn your CE while absorbing knowledge from thought leaders and innovators in the field of health and medicine. <br /><br />So, whether you're looking to boost your energy, improve your digestion, or simply feel better overall, Accelerated Health with Sara Banta has something for you. Tune in today and start your journey to optimal wellness!",https://www.spreaker.com/show/4122228/episodes/feed,https://sarabantahealth.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,media@acceleratedhealthproducts.com,1487735996,3f01bec7505a4b6faf0f3ea7251df990,1746612007000,1572463826588,591,55,29,10%,3bOxyDj7EHY5t3hj6VdVKM,1200,4.5,17,4.6,9,,https://cdn-images-3.listennotes.com/podcasts/accelerated-health-with-sara-banta-sara-banta-ynu-1Yq5k4H-zYR7fvstCAD.1400x1400.jpg,https://www.instagram.com/acceleratedhealthproducts,,,,,https://www.facebook.com/acceleratedhealthproducts,sara@acceleratedhealthproducts.com
listennotes,418576630c8046eaad8c673d1d272879,A Better Pill To Swallow,"<p>Just a spoonful of humor helps the medicine go down. Inspired by his brother’s suicide David unleashes his outlandish banter and passion for mental health with his good friends and experts alike. He challenges the over-medicated status quo, asking questions and exploring new holistic alternatives with his guests from a wide array of experience and discipline. &nbsp;</p>",https://feeds.buzzsprout.com/2340586.rss,https://www.buzzsprout.com/2340586?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,davidsneiman@gmail.com,1739386516,2812725325cc4e608cf9e7a8d02136ae,1746612000000,1711533600023,28,388,,,7F9B7bkgM6MFuQEqgiJjvH,900,4.7,6,,,,https://cdn-images-3.listennotes.com/podcasts/a-better-pill-to-swallow-david-neiman-R9gCHZFKsaE-vNx2RoGy5r-.1400x1400.jpg,,,,,,,
listennotes,182e5bed4cf14946839afd08d507f833,Real Medicine ,"<p>Real Medicine is a podcast that bridges traditional and alternative medicine inspired by patients. Hosted by Canadian physician Dr. Jennifer Anderson,Md, this show explores the fusion of conventional and holistic health approaches through engaging discussions, expert interviews, and personal stories.&nbsp;<br><br>Discover practical insights on integrating all types of medicine into a personalized approach that works for you. Each week, we offer valuable knowledge and inspiration for a balanced, personalized approach to health. The goal is to empower listeners and inspire them to take an active role in their health and wellness.&nbsp;<br><br>Tune in to explore how modern medicine and holistic practices can enhance your well-being. Welcome to Real Medicine</p>",https://feeds.buzzsprout.com/2389591.rss,http://www.cannabisdoc.ca?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,1806183629,dd4e89a6abfe45c5a059d76e6015675f,1746612000000,1743624000000,4,276,,,,,,,,,,https://cdn-images-3.listennotes.com/podcasts/real-medicine-5ezgUhVb4f3-WPhebplQ19_.1400x1400.jpg,,,,,,,
listennotes,839c6b6a96464790ae227372354b068e,"Better: Outside the Box Healthcare with Dr. Matt Kettman | Wellness, Longevity, Metabolism, Unconventional Family Doctor","Are you ready to take charge of your health and explore what’s possible beyond the limits of traditional healthcare? Do you ever wonder if there’s a better way to feel great, live longer, and connect with a doctor who actually “gets it”?

Dr. Rock’s Family Practice with Dr. Matt Kettman is the weekly podcast that delivers actionable health advice with a dose of humor, real talk, and out-of-the-box thinking.

Hosted by Dr. Matt Kettman—a relatable family practitioner, rock musician, and self-proclaimed dad-joke connoisseur—this podcast dives into topics like alternative medicine, longevity, weight loss, sexual wellness, mental health, and the everyday challenges of modern healthcare.

Whether you’re frustrated by a lack of answers from the healthcare system, curious about innovative approaches to health, or simply looking for relatable advice from a doctor who’s walked the unconventional path, this podcast is here to empower you.

As a family doctor with years of experience challenging the status quo, Dr. Kettman knows what it’s like to feel disillusioned by cookie-cutter medicine. His journey from a small-town kid to a trusted medical professional has taught him that the best care happens when we think outside the box and focus on what truly works for real people.

Through his unique blend of professional expertise, personal anecdotes, and candid humor, Dr. Kettman breaks down complex medical concepts into everyday language, empowering you to make informed decisions and transform your health.

If you’re looking for fresh, relatable, and inspiring health content, Dr. Rock’s Family Practice is the podcast for you. Tune in each week as we explore groundbreaking ideas, share laughs, and deliver the tools you need to live your healthiest, happiest life.


DISCLAIMER: 
  The information provided on this podcast is for educational and informational purposes only. It is not intended as medical advice and should not be considered a substitute for professional medical consultation, diagnosis, or treatment. Listening to this podcast does not establish a doctor patient relationship with me or any guest on the show.

Always seek the advice of your own physician or other qualified health care provider with any questions you may have regarding a medical condition. Never disregard professional medical advice or delay seeking it because of something you heard on this podcast. Use this information at your own risk.",https://feed.podbean.com/mketttman2/feed.xml,https://mketttman2.podbean.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,1805936387,6ee0e1cf066a4e94a5ad2e8155bb3843,1746608400000,1743386633000,11,83,29,10%,5AJDKQtfNCdvXHa6lGQtLH,1100,5,27,,,,https://cdn-images-3.listennotes.com/podcasts/outside-the-box-healthcare-wellness-Cs094THMw7Y-RTDioI13qxe.1400x1400.jpg,,,,,,https://www.facebook.com/share/,
listennotes,2c97cccbbd5944049d7948a82239ec8f,THERAPY+,"THERAPY+ is a podcast dedicated to exploring a diverse range of therapies, tools, and practices for mental disorders and enhancing overall mental health, encompassing both conventional methods and complementary and alternative medicine. Each episode features expert guest speakers who share their knowledge, research, and experiences in engaging talks. Our goal is to educate and empower listeners to improve their mental health and overall well-being through effective therapeutic strategies.",https://feed.podbean.com/therapyplus/feed.xml,https://therapyplus.podbean.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,1776413144,8b154d38cfc7448b880b33fe40feb6b7,1746608400000,1729256400025,29,170,,,4YDx1cli1TQ1rT3d7UXTVo,900,5,1,,,,https://cdn-images-3.listennotes.com/podcasts/therapy-q0e2w-HFZd4-RNlOYy_V4bT.1400x1400.jpg,,,,,,,christi@christitedeschi.com
listennotes,8e89c6a4f5904ed6a826929cd40a963b,Intelligent Medicine,"Pioneering complementary medicine practitioner Dr. Ronald Hoffman takes a cutting-edge approach to health, wellness, and aging. He covers both conventional and alternative modalities, as well as nutrition, exercise, and supplements.",https://feeds.transistor.fm/intelligent-medicine,https://drhoffman.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,alan@mmgny.com,663864861,c5e44698e0634ab898c3fc49befdffb1,1746597660000,1712728903414,501,11,45,1%,3kyxsv9gI7bk0oPkHLsAPX,1400,4.4,211,4.9,15,,https://cdn-images-3.listennotes.com/podcasts/intelligent-medicine-dr-ronald-hoffman-d7F2mSpcW64-gw4NKxyh3WI.1400x1400.jpg,,,,,,,
listennotes,7a7b3e8283b84bdbadc9541c6496653a,The Eversio Experience Podcast,"Hosted by Brandi Garden, co-founder of Eversio Wellness, and Dr. Desiree Caruso, ND. In this podcast we talk all about the world of mushroom wellness because mushrooms are critical to the maintenance of our physical well-being and our collective mental health. We believe mushrooms are symbols of interconnectedness, and we’re so excited to connect you with the health, wellness, and wisdom that they have brought us on our journey to this moment. Eversio means change and it's our mission to change lives through fungi. There is a mushroom for every moment!",https://anchor.fm/s/f05867e0/podcast/rss,http://www.eversiowellness.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,1735036660,220923ec186f47da937a0a1ce33617f1,1745954074000,1709921275016,19,515,29,10%,0cNGNkTVcgpS2an1IFy1HJ,900,5,6,5,15,,https://cdn-images-3.listennotes.com/podcasts/the-eversio-experience-podcast-eversio-rZ4dl5Ui1xw-pltXhxsQfIM.1400x1400.jpg,https://www.instagram.com/eversiowellness,,,https://www.tiktok.com/@eversio_wellness,,https://www.facebook.com/eversiowellnessltd,hello@eversiowellness.com
listennotes,4ddb5eba10b94d84943716404a0155c5,Mushroom Revival Podcast,"A podcast devoted to the wonderful world of fungi. Our eclectic show covers fungi in health & wellness, technology, science, culture and more. Welcome to the Mushroom Revival. ",https://feeds.buzzsprout.com/313607.rss,http://www.mushroomrevival.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,lera@mushroomrevival.com,1462757524,b885e4f9d6e4431c896495208fd9c9b6,1744387200000,1556319207076,234,345,48,1%,2bA0RCfGft9upvdZCvh06O,13800,4.7,270,4.9,527,,https://cdn-images-3.listennotes.com/podcasts/mushroom-revival-podcast-alex-dorr-and-lera-r3a-SYlPEU4-o8JivI2RWM6.1400x1400.jpg,https://www.instagram.com/irene_antonez_art,,,,https://www.youtube.com/channel/UCzgxoS6hoEAVNSRaaTnq_vw,https://www.facebook.com/ireneantonezart,
listennotes,9f5ce6d7e59a4454bd82cd27eace8219,Non Fungible Human ,"Welcome to Non Fungible Human with Dr. Owais Durrani where we chat with thought leaders, influencers, and newbies at the intersection of Web 3.0, AI, healthcare, and life. 
",https://anchor.fm/s/90fc8d80/podcast/rss,https://owaisdurrani.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,owaisdurrani@hotmail.com,1619653396,9e625f19bdd84c5e9f6d0d4a228ef4f0,1744200000000,1649987164020,21,1041,,,0k94fVoQ8uXWmBekz9Avom,800,5,1,,,,https://cdn-images-3.listennotes.com/podcasts/non-fungible-human-Bwz0-_6jiGY-O4C9DLzjtTk.1400x1400.jpg,,,,,,,
listennotes,02ffc368446148f2b9d579b0194e4303,"No Fungi, No Future: Celebrating the Impact of Fungi, Mushrooms, and Mycelium in our Lives","<p>Welcome to ""No Fungi, No Future,"" the podcast that explores the fascinating world of fungi, mushrooms, and mycelium and their incredible impact on our lives. Join us to discover their essential role in shaping our environment, health, and future. Get ready for captivating stories, expert insights, and the untold wonders of these remarkable organisms, celebrating their profound impact on our past, present, and most importantly, our future. Let us enlighten and inspire you with the magnificent world of fungi.</p>",https://media.rss.com/nofunginofuturepodcast/feed.xml,https://rss.com/podcasts/nofunginofuturepodcast?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,1700737119,ced53e2a30de488b89b64223e3b37104,1739813993000,1690755780024,25,724,,,4CvQYeOobtAfG7MWTkR9HR,800,5,4,,,,https://cdn-images-3.listennotes.com/podcasts/no-fungi-no-future-celebrating-the-impact-qIn04lLk5Ce-UcRpLTOzDmr.1400x1400.jpg,,,,,,,
listennotes,c1775b5feb2449ec84856b2ab8728bd9,"Psynautical:  Holistic Health, Spirituality, Philosophy","<p><strong>Psynautical: Your Guide to Alternative Health, Biohacking &amp; Ancestral Living</strong></p><p><strong>Welcome to Psynautical</strong>, where we explore alternative health, biohacking, and ancestral living to help you optimize your well-being naturally. From cutting-edge wellness strategies to holistic health insights, this podcast is your guide to a healthier, more vibrant life.</p><h3>🌿 Resources for Your Wellness Journey</h3><ul><li><strong>Affordable Vitamins &amp; Supplements:</strong> <a href=""https://www.iherb.com/?rcode=UVA431"" rel=""nofollow"">Shop iHerb</a></li><li><strong>Join the Community:</strong> <a href=""https://chatgpt.com/c/67aab6c0-79a8-8007-bc5f-596dd84b2c2e"" rel=""nofollow"">Psynautical Facebook Group</a></li><li><strong>Health Coaching &amp; Support:</strong> <a href=""https://chatgpt.com/c/67aab6c0-79a8-8007-bc5f-596dd84b2c2e"" rel=""nofollow"">Facebook Page</a></li></ul><h3>📚 Dive Deeper</h3><ul><li><strong>Read My Ebook:</strong> <a href=""https://amzn.to/2wU1kiD"" rel=""nofollow"">Psynautical: Alternative Health, Philosophy, and Spirituality</a></li><li><strong>Visit My Blog &amp; Website:</strong> <a href=""http://www.jaredheldt.com/"" rel=""nofollow"">jaredheldt.com</a></li><li><strong>Explore Holistic Supplements:</strong> <a href=""https://remedylink.com/ref/45/"" rel=""nofollow"">Remedylink</a></li></ul><h3>📞 Get Personalized Health Guidance</h3><ul><li><strong>Book a Free 30-Minute Health Discovery Call:</strong> <a href=""https://zcal.co/psynautical/30minhealthdiscovery"" rel=""nofollow"">Schedule Here</a></li></ul><h3>💌 Questions or Collaborations?</h3><ul><li>Email me: <a href=""mailto:psynautical@gmail.com"" rel=""nofollow""><strong>psynautical@gmail.com</strong></a></li><li><strong>Support the Podcast:</strong> <a href=""https://chatgpt.com/c/67aab6c0-79a8-8007-bc5f-596dd84b2c2e"" rel=""nofollow"">Donate Here</a></li></ul><h3>🍄 Explore Functional Mushrooms</h3><ul><li><strong>Check out Fungies – Non-Psychedelic Mushroom Gummies, Tinctures &amp; More</strong></li><li><strong> </strong><a href=""https://eatfungies.com/PSYNAUTICAL"" rel=""nofollow"">Shop Fungies</a> (Use code <strong>PSYNAUTICAL</strong> for 20% off)</li></ul><p>Join me on this journey to optimize your health, mind, and body! 🚀</p><p><br></p>",https://feeds.redcircle.com/6b3f3777-1ebf-466f-aba5-038af4b3450b,https://redcircle.com/shows/psynautical-alternative-health-spirituality-and-philosophy?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,psynautical@gmail.com,1506357853,8c597dfdeb8d47bca6794128cae612bb,1739241232000,1585545995032,33,1145,,,0KRAql9w2whxgesEakZs7V,800,5,5,,,,https://cdn-images-3.listennotes.com/podcasts/psynautical-holistic-health-spirituality-aOXjA-3pNMP-yOHmUsZ-A7C.1400x1400.jpg,,,,,,https://www.facebook.com/sagehealthcoaching,psynautical@gmail.com
listennotes,df93a963bd924801a02b1e0f720237ef,Mushroom Rise,"<p>Join us on the Mushroom Rise podcast, where we dive into the fascinating world of science, health, and wellness, exploring topics from the medicinal properties of fungi to cutting-edge research and expert insights. From neuropathic doctors to applied mycologists, our conversations will leave you informed, inspired, and eager to learn more about the intricate connections between our bodies, minds, and environments.</p>",https://feeds.buzzsprout.com/2420231.rss,https://mushroomrise.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,1777950733,cfdaec4759f84cb78be02ded435d6d63,1737604800000,1730613600002,3,970,,,,,,,,,,https://cdn-images-3.listennotes.com/podcasts/mushroom-rise-CabHT2VWgmG-wOP4RovlBTz.1400x1400.jpg,,,,,,,
listennotes,8810bd0baac845828e5d30774fddacc5, Your Healing Garden,"Nature is the universal source that nourishes every living being on the planet. 
Join Dina Saalisi as she goes on location to meet with healers, artists, authors, filmmakers, herbalists, botanists, gardeners, environmentalists, and teachers, to explore insights and inspirations on how nature supports us in creating healthy, vibrant lives.
Each show Dina talks with a special guest, in their garden or studio sanctuary and focuses on the unique facet of nature that aligns with their work. Be it flower, tree, plant, fungi, rock, water, insect, animal, sound, star or place, the conversations promise to be lively, and the wisdom deep.",https://feeds.megaphone.fm/dinasaalisihealinggarden,,podcast@mindbodyspirit.fm,1724241212,d12f5bc338fb43a5a3b10143d357e57f,1728561600000,1704398018014,15,503,,,,,5,2,,,,https://cdn-images-3.listennotes.com/podcasts/your-healing-garden-BYmelhzuFnN-1J2mrgEtLOe.1400x1400.jpg,,,,,,,
